

Calculating E_bulk....

Using Materials Project MACE for MACECalculator with /shared/home/zhaolun/.cache/mace/5f5yavf3
Using float64 for MACECalculator, which is slower but more accurate. Recommended for geometry optimization.
      Step     Time          Energy         fmax
BFGS:    0 11:42:42     -905.142230        0.0001


The energy of the Fe bulk system is -905.1422300964848 eV.
Potential: MACE(large)    GB: Sigma17(410)










Calculating E_bulk_sub....

Using Materials Project MACE for MACECalculator with /shared/home/zhaolun/.cache/mace/5f5yavf3
Using float64 for MACECalculator, which is slower but more accurate. Recommended for geometry optimization.
      Step     Time          Energy         fmax
BFGS:   51 12:48:55    -1469.870904        0.0021
BFGS:   52 12:49:09    -1469.870907        0.0016
BFGS:   53 12:49:23    -1469.870909        0.0015
BFGS:   54 12:49:37    -1469.870911        0.0015
BFGS:   55 12:49:51    -1469.870913        0.0017
BFGS:   56 12:50:05    -1469.870915        0.0014
BFGS:   57 12:50:19    -1469.870917        0.0016
BFGS:   58 12:50:33    -1469.870919        0.0013
BFGS:   59 12:50:47    -1469.870920        0.0013
BFGS:   60 12:51:02    -1469.870922        0.0015
BFGS:   61 12:51:15    -1469.870924        0.0012
BFGS:   62 12:51:29    -1469.870925        0.0012
BFGS:   63 12:51:43    -1469.870925        0.0011
BFGS:   64 12:51:57    -1469.870926        0.0013
BFGS:   65 12:52:11    -1469.870927        0.0012
BFGS:   66 12:52:25    -1469.870928        0.0012
BFGS:   67 12:52:39    -1469.870929        0.0011
BFGS:   68 12:52:54    -1469.870929        0.0008
BFGS:   69 12:53:07    -1469.870930        0.0008
BFGS:   70 12:53:21    -1469.870930        0.0006
BFGS:   71 12:53:35    -1469.870931        0.0008
BFGS:   72 12:53:49    -1469.870931        0.0007
BFGS:   73 12:54:03    -1469.870931        0.0007
BFGS:   74 12:54:17    -1469.870932        0.0007
BFGS:   75 12:54:31    -1469.870932        0.0005
BFGS:   76 12:54:46    -1469.870932        0.0004
BFGS:   77 12:55:00    -1469.870932        0.0004
BFGS:   78 12:55:14    -1469.870932        0.0005
BFGS:   79 12:55:28    -1469.870933        0.0006
BFGS:   80 12:55:42    -1469.870933        0.0005
BFGS:   81 12:55:56    -1469.870933        0.0004
BFGS:   82 12:56:10    -1469.870933        0.0005
BFGS:   83 12:56:24    -1469.870933        0.0005
BFGS:   84 12:56:38    -1469.870933        0.0006
BFGS:   85 12:56:52    -1469.870934        0.0005
BFGS:   86 12:57:06    -1469.870934        0.0003
BFGS:   87 12:57:20    -1469.870934        0.0004
BFGS:   88 12:57:34    -1469.870934        0.0004
BFGS:   89 12:57:48    -1469.870934        0.0005
BFGS:   90 12:58:02    -1469.870934        0.0004
BFGS:   91 12:58:16    -1469.870934        0.0003
BFGS:   92 12:58:30    -1469.870934        0.0003
BFGS:   93 12:58:44    -1469.870934        0.0003
BFGS:   94 12:58:58    -1469.870935        0.0004
BFGS:   95 12:59:11    -1469.870935        0.0003
BFGS:   96 12:59:25    -1469.870935        0.0003
BFGS:   97 12:59:39    -1469.870935        0.0003
BFGS:   98 12:59:54    -1469.870935        0.0004
BFGS:   99 13:00:08    -1469.870935        0.0004
BFGS:  100 13:00:22    -1469.870935        0.0003
BFGS:  101 13:00:36    -1469.870935        0.0003
BFGS:  102 13:00:50    -1469.870935        0.0004
BFGS:  103 13:01:03    -1469.870935        0.0003
BFGS:  104 13:01:18    -1469.870935        0.0003
BFGS:  105 13:01:32    -1469.870936        0.0003
BFGS:  106 13:01:46    -1469.870936        0.0002
BFGS:  107 13:02:00    -1469.870936        0.0002
BFGS:  108 13:02:14    -1469.870936        0.0002
BFGS:  109 13:02:28    -1469.870936        0.0002
BFGS:  110 13:02:42    -1469.870936        0.0002
BFGS:  111 13:02:56    -1469.870936        0.0002
BFGS:  112 13:03:10    -1469.870936        0.0002
BFGS:  113 13:03:24    -1469.870936        0.0002
BFGS:  114 13:03:38    -1469.870936        0.0001
BFGS:  115 13:03:52    -1469.870936        0.0001
BFGS:  116 13:04:06    -1469.870936        0.0001


The E_gb_sub with site 53  (distance from GB plane: 2.079397665776847 angstrom) substituded by Cr atom is -1469.8709357925095 eV.
Potential: MACE(large)    GB: Sigma17(410)

Using Materials Project MACE for MACECalculator with /shared/home/zhaolun/.cache/mace/5f5yavf3
Using float64 for MACECalculator, which is slower but more accurate. Recommended for geometry optimization.
      Step     Time          Energy         fmax
BFGS:    0 13:04:21    -1469.860423        0.1631
BFGS:    1 13:04:35    -1469.863908        0.1458
BFGS:    2 13:04:49    -1469.879364        0.0619
BFGS:    3 13:05:02    -1469.880172        0.0581
BFGS:    4 13:05:16    -1469.885544        0.0330
BFGS:    5 13:05:30    -1469.885878        0.0326
BFGS:    6 13:05:44    -1469.887887        0.0238
BFGS:    7 13:05:58    -1469.888102        0.0212
BFGS:    8 13:06:12    -1469.888625        0.0237
BFGS:    9 13:06:27    -1469.889037        0.0158
BFGS:   10 13:06:41    -1469.889412        0.0150
BFGS:   11 13:06:55    -1469.889628        0.0195
BFGS:   12 13:07:09    -1469.889864        0.0252
BFGS:   13 13:07:23    -1469.890156        0.0249
BFGS:   14 13:07:37    -1469.890442        0.0147
BFGS:   15 13:07:51    -1469.890633        0.0147
BFGS:   16 13:08:05    -1469.890776        0.0181
BFGS:   17 13:08:19    -1469.890950        0.0198
BFGS:   18 13:08:34    -1469.891169        0.0191
BFGS:   19 13:08:48    -1469.891366        0.0131
BFGS:   20 13:09:02    -1469.891502        0.0148
BFGS:   21 13:09:16    -1469.891622        0.0144
BFGS:   22 13:09:30    -1469.891779        0.0196
BFGS:   23 13:09:44    -1469.891962        0.0199
BFGS:   24 13:09:58    -1469.892110        0.0123
BFGS:   25 13:10:12    -1469.892205        0.0108
BFGS:   26 13:10:26    -1469.892290        0.0102
BFGS:   27 13:10:40    -1469.892393        0.0117
BFGS:   28 13:10:54    -1469.892489        0.0115
BFGS:   29 13:11:08    -1469.892550        0.0073
BFGS:   30 13:11:21    -1469.892588        0.0080
BFGS:   31 13:11:35    -1469.892628        0.0065
BFGS:   32 13:11:49    -1469.892675        0.0091
BFGS:   33 13:12:03    -1469.892712        0.0080
BFGS:   34 13:12:17    -1469.892734        0.0057
BFGS:   35 13:12:31    -1469.892752        0.0046
BFGS:   36 13:12:45    -1469.892774        0.0042
BFGS:   37 13:12:59    -1469.892797        0.0062
BFGS:   38 13:13:13    -1469.892815        0.0050
BFGS:   39 13:13:27    -1469.892826        0.0033
BFGS:   40 13:13:41    -1469.892837        0.0030
BFGS:   41 13:13:55    -1469.892849        0.0043
BFGS:   42 13:14:09    -1469.892859        0.0045
BFGS:   43 13:14:22    -1469.892864        0.0028
BFGS:   44 13:14:36    -1469.892868        0.0021
BFGS:   45 13:14:50    -1469.892872        0.0021
BFGS:   46 13:15:04    -1469.892877        0.0029
BFGS:   47 13:15:18    -1469.892881        0.0029
BFGS:   48 13:15:32    -1469.892883        0.0018
BFGS:   49 13:15:46    -1469.892885        0.0012
